number,date,title,length,inKey,tempo,topic,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,mood,spotify,itunes,bandcamp,tags
11,1/11/2009,Song a Day Anthem,3:09,D,85,Song A Day,New York,"Vocals, Baritone Uke",Clean,https://www.youtube.com/watch?v=OfAITTY-CCU,"While riding on the train from CT to NYC, I wrote this song about writing a song a day. Very meta. It's the anthem for anyone wanting to be creative! It feels good to feel inspired.",Acoustic,,Written on a train.,,Happy,https://open.spotify.com/track/50vgw3vSnUa9s1eSnsYh7a,https://itunes.apple.com/ph/album/song-a-day-anthem/1132700498?i=1132700619,https://jonathanmann.bandcamp.com/track/song-a-day-anthem,"Folk, Fun, Personal, Motivational"
12,1/12/2009,Everyone's a Little Bit Queer,5:03,B,80,Social Justice,New York,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=D5TMZc9gzt4,Song # 12 for Song-A-Day! It's pretty self explanatory.,Acoustic,First social justice song.,,,Silly,https://open.spotify.com/track/6zbTmN7RK9HpxHx5iG57m4,https://itunes.apple.com/ph/album/everyones-a-little-bit-queer/1132700498?i=1132700620,https://jonathanmann.bandcamp.com/track/everyones-a-little-bit-queer,"Folk, Fun,Funny"
13,1/13/2009,What Does It Mean to Love a Machine?,4:45,Bm,102,Sex,New York,"Vocals, Baritone Uke",Shadow,https://vimeo.com/2819199,"If you like sci-fi, robots, and sex, this is the song for you. Originally written for Monochrom's Arse Elektronika, I appropriated it for my Song-A-Day project. Contains lines like: ""There was Data, there was Troi, in a sexual position called the Spock-McCoy.""",Produced,,Rejected from YouTube for being very NSFW.,,Silly,https://open.spotify.com/track/4rIMBeUAPODU38HmNOOmyc,https://itunes.apple.com/ph/album/what-does-it-mean-to-love-a-machine/1132700498?i=1132700651,https://jonathanmann.bandcamp.com/track/what-does-it-mean-to-love-a-machine,"Folk, Distortion, Raunchy. Narrative, Funny, Robots"
14,1/14/2009,I'm Drunk Because the Economy Sucks,2:44,F#,35,Politics,New York,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=tzAz5HzjBsw,“I’m Drunk Because The Economy Sucks”. Wrote it after having drinks with a bar full of Ivory’s mom’s coworkers who’ve just been laid off. It’s happening.,Acoustic,First politics song.,,,Drunk,https://open.spotify.com/track/0NnIXMau8xhB0M7TzTxajA,https://itunes.apple.com/ph/album/im-drunk-because-the-economy-sucks/1132700498?i=1132700652,https://jonathanmann.bandcamp.com/track/im-drunk-because-the-economy-sucks,"Folk, Frustrated, Political, Economy"
15,1/15/2009,"Get Well, Steve Jobs",3:58,F#,95,Apple,New York,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=NMw-E7tz2hM,"This one's about Steve Jobs. I have a weird internal relationship with Mac's in general, and Steve in particular. I follow Mac stuff obsessively, reading blogs, watching keynotes, the whole nine. But at the same time, I feel ashamed of myself for buying into the uber-super-duper consumerism of it. I mean, it's consumerism ULTRA. Then, with Steve, it's this feeling that, based on everything that I've read of him, based on all of the speeches I've read of his (and I've read most, I think), it just seems to me that someone of his intelligence and sensitivity must also see the raw, unyielding consumerism that he's the King of, and I wonder, does he care? Does he ever question what he's throwing his obvious talent behind? I wonder. Anyway, he's sick and it's really sad imagining a world without Steve Jobs. I hope he gets better. I'd be so curious to know what his inner life is like.",Produced,First Apple song.,,,Sad,https://open.spotify.com/track/3NYJMlyBY9qfLybOVaohzh,https://itunes.apple.com/ph/album/get-well-steve-jobs/1132700498?i=1132700653,https://jonathanmann.bandcamp.com/track/im-drunk-because-the-economy-sucks,"Folk,Nerd, Famous Person, Steve Jobs"
16,1/16/2009,Riding the Subway,1:51,D#m,105,Poetic,New York,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=ChcyufiBFOg,Riding The Subway! Dig it.!,Produced,,,,Intense,https://open.spotify.com/track/1p6lNP6r3860StpYK3pIjU,https://itunes.apple.com/ph/album/riding-the-subway/1132700498?i=1132700654,https://jonathanmann.bandcamp.com/track/riding-the-subway,"Folk, Dark, Travel,Subway"
17,1/17/2009,I'm So Tired of Capitalism,2:06,D#m,112,Social Justice,New York,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=2fVvJkn-S9s,"“I’m So Tired of Capitalism” Inspired by watching how the 24 news channels, and the commercials, etc, are packaging up Barack Obama and selling him. It’s what our culture is good at. Ugh.",Acoustic,,,,Tired,https://open.spotify.com/track/3WMIM9QKS0CHiZuENikAco,https://itunes.apple.com/ph/album/im-so-tired-of-capitalism/1132700498?i=1132700655,https://jonathanmann.bandcamp.com/track/im-so-tired-of-capitalism,"Folk, Frustrated, Economy, Political, Capitalism"
18,1/18/2009,The Marks Sisters,1:16,F,120,Friend,Baltimore,"Vocals, Baritone Uke",Clean,https://www.youtube.com/watch?v=betnMsatQYA,"I saw an old friend of mine yesterday, and she’s starting a 3 person acapella group with two other gals. They sang me a song. It was awesome. This song is about them, and if they like and/or could do anything with it, it’s theirs!",Acoustic,First song in Baltimore.,Written for my friend's band.,,Chill,https://open.spotify.com/track/3RWwRBKooQVOMfZ0r0t04I,https://itunes.apple.com/ph/album/the-marks-sisters/1132700498?i=1132700656,https://jonathanmann.bandcamp.com/track/the-marks-sisters,"Jazz, Rough, Personal"
19,1/19/2009,Snow Day,2:15,D,140,Life,Baltimore,"Vocals, Baritone Uke, Organ, Drums",Clean,https://www.youtube.com/watch?v=rsZx9KBeVow,"Written with Thomas, age 11, and Michael, age 8. They did most of the lyrics, I helped with the music. That’s Thomas singing with me.",Produced,First collaboration.,Written with an 8 and 11 year old.,,Silly,https://open.spotify.com/track/2t0iZxtdxOiX6XOS90e2Zn,https://itunes.apple.com/ph/album/snow-day/1132700498?i=1132700657,https://jonathanmann.bandcamp.com/track/snow-day,"Rock, Fun, Personal, Kids"
20,1/20/2009,Stars in Our Eyes,2:31,C,131,Politics,Baltimore,"Vocals, Organ",Clean,https://www.youtube.com/watch?v=K_qfUkUFc4E,I went to the inauguration today. I’m too tired to write something coherent. Here’s this instead!,Acoustic,,,,Pensive,https://open.spotify.com/track/7Kmh4pvlYfn3LNlSQW88iZ,https://itunes.apple.com/ph/album/stars-in-our-eyes/1132700498?i=1132700658,https://jonathanmann.bandcamp.com/track/stars-in-our-eyes,"Latin, Fun, Political, Famous Person, Obama"
21,1/21/2009,Stay Out of My Body,3:13,Bbm,88,Sick,New York,"Vocals, Baritone Uke",Clean,https://www.youtube.com/watch?v=Nf3bMujYhOU,“Stay Out of My Body! A warning to colds and flus.,Acoustic,,,,Tired,https://open.spotify.com/track/3n3p64g3dm3jEWh0RzhNcb,https://itunes.apple.com/ph/album/stay-out-of-my-body/1132700498?i=1132700659,https://jonathanmann.bandcamp.com/track/stay-out-of-my-body,"Folk, Dark, Personal"
22,1/22/2009,Obama Makes Me Smile,0:59,G,n/a,Politics,New York,"Vocals, Baritone Uke",N/A,https://www.youtube.com/watch?v=pEg-XLfxURQ,"“Obama Makes Me Smile!” Written and performed by Sydney, age 8.",Produced,,"Written wtih a 9 year old. Footage from
Obama inauguration.",,Silly,https://open.spotify.com/track/0apwQeXQPUalcbiEuzaPH0,https://itunes.apple.com/ph/album/obama-makes-me-smile/1132700498?i=1132700660,https://jonathanmann.bandcamp.com/track/obama-makes-me-smile,"Folk, Light, Obama, Political, Kids"
23,1/23/2009,Barack Obama,1:56,A,104,Politics,New York,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=35rk9q3Z0N0,Wow! 24! That’s a lot. 6 more to go? 7? “Barack Obama!” That’s what this one is called!,Produced,,,,Happy,https://open.spotify.com/track/5Ck2gu7GcOtOv4z0L2HAxC,https://itunes.apple.com/ph/album/barack-obama/1132700498?i=1132700661,https://jonathanmann.bandcamp.com/track/barack-obama,"Rock, Distortion, Political, Famous Person, Obama"
24,1/24/2009,"Hello, Hello",1:00,C,120,Poetic,"Southington,CT","Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=7zekFoBg12I,"I think yesterday was actually 23, and it was after midnight when I did the song. So this is 24, and that was 23.I got confused. Sorry!",Produced,First song in Connecticut.,Made at my brother's house.,,Happy,https://open.spotify.com/track/31gl6BsZm0jxbQUlF2P1km,https://itunes.apple.com/ph/album/hello-hello/1132700498?i=1132700662,https://jonathanmann.bandcamp.com/track/hello-hello,"Rock, Cheesy,Silly"
25,1/25/2009,Love Me a Little Bit More,4:10,Bm,70,Love,"Jupiter, FL","Vocals, Baritone Uke, Synths,
Drum Machine",Shadow,https://www.youtube.com/watch?v=Mn1In11VTRs,Yay! “Love Me A Little Bit More!” True story. Sort of.,Produced,First song in Florida.,Made at my parent’s house.,,Sad,https://open.spotify.com/track/6UicUk99TrUdqWpB5Xzmky,https://itunes.apple.com/ph/album/love-me-a-little-bit-more/1132700498?i=1132700663,https://jonathanmann.bandcamp.com/track/love-me-a-little-bit-more,"Blues, Dark, Personal, Relationships"
26,1/26/2009,Speaking Electricity,3:45,D,86,Poetic,"Jupiter, FL","Vocals, Baritone Uke, Synths,
Drum Machine",Shadow,https://www.youtube.com/watch?v=uc-lNhjlOAA,"""Speaking Electricity!” About my lack of language skills. And other things too.",Produced,,,,Pensive,https://open.spotify.com/track/7AmoQ12Y0gOlJ3Fk4uGuJV,https://itunes.apple.com/ph/album/speaking-electricity/1132700498?i=1132700664,https://jonathanmann.bandcamp.com/track/speaking-electricity,"Rock, Hopeful, "
27,1/27/2009,Up on the Mountain Top,3:53,D,110,Poetic,"Jupiter, FL","Vocals, Baritone Uke, Synths,
Drum Machine",Shadow,https://www.youtube.com/watch?v=1lsfUAe8IGg,"“Up On The Mountaintop” Feeling a litte depressed about the state of the economy, etc. So many people losing their jobs. Almost unfathomable amounts. Ugh.",Produced,,,,Pensive,https://open.spotify.com/track/2j55GitKlpll3UNo6MLuIY,https://itunes.apple.com/ph/album/up-on-the-mountain-top/1132700498?i=1132700665,https://jonathanmann.bandcamp.com/track/up-on-the-mountain-top,"Rock, Hopeful, "
28,1/28/2009,The Fox and the Hen,1:41,A,114,Animals,"Jupiter, FL","Vocals, Synths,
Drum Machine",Clean,https://www.youtube.com/watch?v=0Sfg1VGZggw,A silly song about farm animals feelings sleepy. Have you ever read Animal Farm?,Produced,,,,Silly,https://open.spotify.com/track/7qwcWzQXM9CGRSGLsVAOQ9,https://itunes.apple.com/ph/album/the-fox-and-the-hen/1132700498?i=1132700666,https://jonathanmann.bandcamp.com/track/the-fox-and-the-hen,"Electro,Silly, Fox, Bird, Chicken"
29,1/29/2009,You Know Yourself,2:35,G,100,Poetic,"Jupiter, FL","Vocals, Baritone Uke, Synths,
Drum Machine",Clean,https://www.youtube.com/watch?v=5VScsEbZw7k,Song #29 for song a day! We’re getting so close. “You Know Yourself”. Had fun writing and performing this one.,Produced,,,,Intense,https://open.spotify.com/track/1FFuJ2D4vBFqaaE1a2HGNu,https://itunes.apple.com/ph/album/you-know-yourself/1132700498?i=1132700667,https://jonathanmann.bandcamp.com/track/you-know-yourself,"Electro, Heavy, Cheesy, "
30,1/30/2009,Dark Days,2:12,Bbm,106,Animals,"Jupiter, FL","Vocals, Baritone Uke, Synths,
Drum Machine",Clean,https://www.youtube.com/watch?v=rPAbyLll7xM,Wow. Just…wow. I want to keep going… Can I?!,Produced,,,,Anxious,https://open.spotify.com/track/2Yz7XuljT7EhvtouFOLevL,https://itunes.apple.com/ph/album/dark-days/1132700498?i=1132700668,https://jonathanmann.bandcamp.com/track/dark-days,"Rock, Dark, Looming,Meerkat"
31,1/31/2009,The Day That Google Crashed the internet,3:15,F,107,Internet,"Jupiter, FL","Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=3nH7RmupP8M,Did anyone see google this morning? It was really weird. Every search returned results that said each website was malware.,Produced,,,,Silly,https://open.spotify.com/track/2xGpBwXzssdigraVnB2NBb,https://itunes.apple.com/ph/album/the-day-that-google-crashed-the-internet/1132700498?i=1132700669,https://jonathanmann.bandcamp.com/track/the-day-that-google-crashed-the-internet,"Rock,Nerd, Google"
32,2/1/2009,Go to Sleep,3:58,C,98,Poetic ,"Jupiter, FL","Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=W-ZnTEK_uos,"I'm going to keep going! Yay!! This one is about the fact that I've been dreaming a lot, and it feels like I'm more exhausted when I wake up then when I go to sleep.",Produced,,,,Pensive,https://open.spotify.com/track/4bNnXWhBaNkTXRMtNz2DPH,https://itunes.apple.com/ph/album/go-to-sleep/1132700498?i=1132700670,https://jonathanmann.bandcamp.com/track/go-to-sleep,"Rock, Dark, 80s,Dreams"
33,2/2/2009,I Love Battlestar Galactica,2:56,G,87,Nerd,"Jupiter, FL","Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=xaStl18xyBc,"This goes out to all the Battlestar fans! “I Love Battlestar Galactica!” The show has gotten really, really good again. Thank god.",Produced,,,,Happy,https://open.spotify.com/track/4ls7kamxzLfn9LjsTN99hf,https://itunes.apple.com/ph/album/i-love-battlestar-galactica/1132700498?i=1132700671,https://jonathanmann.bandcamp.com/track/i-love-battlestar,"Electro, Fun, Catchy,TV show, Sci-Fi, Battlestar"
34,2/3/2009,(Just Sing) a Happy Song,1:53,D,94,Poetic ,"Jupiter, FL","Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=uJ_zAYuFeAs,“(Just Sing) A Happy Song” About how singing can cheer you up.,Produced,,,,Happy,https://open.spotify.com/track/2nxXHizn4ZeAtfBKnfkN7E,https://itunes.apple.com/ph/album/just-sing-a-happy-song/1132700498?i=1132700672,https://jonathanmann.bandcamp.com/track/just-sing-a-happy-song,"Rock, Cheesy, "
35,2/4/2009,Come Down Where You Ought to Be,2:29,A,74,Poetic ,Los Angeles,"Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=ZikADYAT0y8,For songfight.org,Produced,,,,Pensive,https://open.spotify.com/track/0DG05M3KlzCGAfBVcjcodJ,https://itunes.apple.com/ph/album/come-down-where-you-ought-to-be/1132700498?i=1132700676,https://jonathanmann.bandcamp.com/track/come-down-where-you-ought-to-be,"Rock, Wistful, Narrative"
36,2/5/2009,Scarlett Thomas,2:35,C,68,Book,Los Angeles,"Vocals, Piano,Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=-cU3FfI8k2s,"It's about Scarlett Thomas, an author. I've read two of her books, and they're both amazing. ""PopCo"" and ""The End of Mr. Y"" Read them!",Produced,,,,Chill,https://open.spotify.com/track/5HfhTvu6ae7NwPojTlw6um,https://itunes.apple.com/ph/album/scarlett-thomas/1132700498?i=1132700677,https://jonathanmann.bandcamp.com/track/scarlett-thomas,"Electro, Delicate,Nerd, Book, Famous Person, Scarlett Thomas"
37,2/6/2009,Water,0:41,F,110,Nerd,Los Angeles,"Vocals, Piano, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=txF8ZlqJ6SI,"A song about Water, and how you don't drink enough...drink more water, please!! Drink it a lot. Everyday.",Produced,,,,Excited,https://open.spotify.com/track/4p4ABkBcqgri3qTSJX6yLw,https://itunes.apple.com/ph/album/water/1132700498?i=1132700678,https://jonathanmann.bandcamp.com/track/water,"Rock,Motivational, Food, Educational"
38,2/7/2009,Little Pink Boom Box,0:43,A,108,Nerd,Los Angeles,"Vocals, Piano, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=uQCKB77Q0sg,About a little pink boombox that was laying around my girlfriend's room.,Produced,,,,Silly,https://open.spotify.com/track/37a95RGpbFByMdfIKblcDn,https://itunes.apple.com/ph/album/little-pink-boom-box/1132700498?i=1132700679,https://jonathanmann.bandcamp.com/track/little-pink-boombox,"Rock, Fun,Boom box"
39,2/8/2009,Changing the Color of My Walls,0:50,A?,72,Life,Berkeley,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=1go4XooMVu4,"Pretty self explanatory. Painting is fun, but I'm soooooo tired right now.",Produced,,,,Tired,https://open.spotify.com/track/3DaBm6k9xxJGTVocTtCMbg,https://itunes.apple.com/ph/album/changing-the-color-of-my-walls/1132700498?i=1132700680,https://jonathanmann.bandcamp.com/track/changing-the-color-of-my-walls,"Jazz, Fun, Personal, Moving"
40,2/9/2009,The Ballad of Stimulus Jones,1:02,C,112,Politics ,Berkeley,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=0bA0ZAGpmfc,N/A,Produced,,,,Silly,https://open.spotify.com/track/2NWXpxQPQ9tLoReC4k51xV,https://itunes.apple.com/ph/album/the-ballad-of-stimulus-jones/1132700498?i=1132700681,https://jonathanmann.bandcamp.com/track/the-ballad-of-stimulus-jones,"Folk, Political, Economy, capitalism"
41,2/10/2009,Wolf of the Battlefield,1:59,E,92,Video Games,Berkeley,"Vocals, Electric Guitar, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=yoAZEsEvSoM,Ask and ye shall receive...sometimes. A song about this week's VC release.,Produced,,,,Silly,https://open.spotify.com/track/4sqbjeUOkynJlMw6ntty3x,https://itunes.apple.com/ph/album/wolf-of-the-battlefield/1132700498?i=1132700682,https://jonathanmann.bandcamp.com/track/wolf-of-the-battlefield,"Rock,Nerd, NES"
42,2/11/2009,42,0:46,Am,139,Song A Day,Berkeley,"Vocals, Electric Guitar, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=hzH4198ShGU,I say 42 forty two times.,Produced,,,,Silly,https://open.spotify.com/track/5pfH4wtuTKTiS3KPItlZZu,https://itunes.apple.com/ph/album/42/1132700498?i=1132700683,https://jonathanmann.bandcamp.com/track/42,"Rock, Distortion,Nerd "
43,2/12/2009,Sanae's Birthday Song,0:56,F,97,Commission,Berkeley,"Vocals, Electric Guitar, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=wHBVLYJ8N44,A song for Sanae's birthday!!!,Produced,,,,Happy,https://open.spotify.com/track/2EkTU7LEzrDyPdUnODqQch,https://itunes.apple.com/ph/album/sanaes-birthday-song/1132700498?i=1132700684,https://jonathanmann.bandcamp.com/track/sanaes-birthday-song,"Rock, Personal, Birthday"
44,2/13/2009,Rock and Roll Cats,1:51,Fm,103,Nerd,Berkeley,"Vocals, Electric Guitar, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=kfVH3veC7-s,(#44 remix) Ross (Spectre of Woods) wrote a verse for this song because he couldn't help himself so we made a remix! Enjoy!,Produced,,,,Silly,https://open.spotify.com/track/392rjCBI9JXf6Hsm9hQBrk,https://itunes.apple.com/ph/album/rock-and-roll-cats/1132700498?i=1132700685,https://jonathanmann.bandcamp.com/track/rock-and-roll-cats-feat-spectre-of-woods,"Hip hop, Heavy,Silly, Cats, Collab, Ross Copeland"
45,2/14/2009,The Rain Returned,2:12,Bbm/Am/Bb?,63,Poetic ,Berkeley,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=ZPeqoThRlPg,A very strange song indeed.,Produced,,,,Pensive,https://open.spotify.com/track/3r8jLcTFZMoEnEHk4nlays,https://itunes.apple.com/ph/album/the-rain-returned/1132700498?i=1132700686,https://jonathanmann.bandcamp.com/track/the-rain-returned,"Folk,Narrative, Nerd, Multiple Universe "
46,2/15/2009,The Legend of Zelda: Overworld,2:59,Gm,66,Video Games,Berkeley,"Vocals, Acoustic Guitar, Electric Guitar, Bass, Drum Machine",Clean,https://www.youtube.com/watch?v=Xg7_pvCbp8g,"“The Legend of Zelda: Overworld” In which Link is forlorn at his lot in life, wishes for something more.",Produced,,,,Pensive,https://open.spotify.com/track/1sq6iACRUeSdGYL0uVjvPP,https://itunes.apple.com/ph/album/the-legend-of-zelda-overworld/1132700498?i=1132700687,https://jonathanmann.bandcamp.com/track/the-legend-of-zelda-overworld,"Rock, Dark,Narrative, Nerd, NES, Zelda"
47,2/16/2009,Life Force,1:40,Gm,82,Video Games,Berkeley,"Vocals, Electric Guitar, Drum Machine",Clean,https://www.youtube.com/watch?v=FTtnC_PFBf8,"A great game! When in doubt, just SHOOT THE EYE!",Produced,,,,Excited,https://open.spotify.com/track/4zThr6E2JFuJ04mS4ZjJnL,https://itunes.apple.com/ph/album/life-force/1132700498?i=1132700688,https://jonathanmann.bandcamp.com/track/lifeforce,"Electro, Dark,Nerd, NES, Life Force"
48,2/17/2009,Mummy's on Campus,3:52,Eb,88,Commission,Berkeley,"Vocals, Electric Guitar, Drum Machine",Clean,https://www.youtube.com/watch?v=QxIin3LKmKc,A song request! from youtuber: unicornrida4life. He's made a 40 min. scary funny film called Mummy on Campus.,Produced,,,,Pensive,https://open.spotify.com/track/7uhftgmN8ocQJzFXDPMYFw,https://itunes.apple.com/ph/album/mummys-on-campus/1132700498?i=1132700689,https://jonathanmann.bandcamp.com/track/mummys-on-campus,"Rock, Cheesy, 80s, "
49,2/18/2009,Get Up off of Your Ass (And Just Do Something),2:26,D,131,Politics,Berkeley,"Vocals, Electric Guitar, Drum Machine",Clean,https://www.youtube.com/watch?v=GUTFXxi1TEw,An anthem.,Produced,,,,Excited,https://open.spotify.com/track/47TsZVrWUWDwA25rQTe7w4,https://itunes.apple.com/ph/album/get-up-off-of-your-ass-and-just-do-something/1132700498?i=1132700690,https://jonathanmann.bandcamp.com/track/get-up-off-of-your-ass-and-just-do-something,"Rock, Cheesy, 80s,Political, Motivational "
50,2/19/2009,One of the Lucky Ones,2:32,A,76,Poetic ,Oakland,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=W12UsLNacJE,I'm over at Ross and Alex's house! Recording!,Produced,,,,Pensive,https://open.spotify.com/track/6wrVTZF8D1S9OIp736FvhD,https://itunes.apple.com/ph/album/one-of-the-lucky-ones/1132700498?i=1132700691,https://jonathanmann.bandcamp.com/track/one-of-the-lucky-ones,"Rock, Wistful,Narrative"
51,2/20/2009,Your Mother Doesn't Love You Anymore (An Extrasolar Anthem),2:30,D,112,Nerd,Berkeley,"Vocals, Electric Guitar, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=mr_Nb4zzsXQ,About a planet somewhere in a far off galaxy that is tempting humanity to come join her. This was song request from Karol. He wanted a song about an extrasolar planet! Email me to make a request!,Produced,,,,Silly,https://open.spotify.com/track/7IfbOCd48kdjsPZFPWY3El,https://itunes.apple.com/ph/album/your-mother-doesnt-love-you-anymore-an-extrasolar-anthem/1132700498?i=1132700693,https://jonathanmann.bandcamp.com/track/your-mother-doesnt-love-you-anymore-an-extrasolar-anthem,"Rock, 80s, "
52,2/21/2009,Zombie Ponies,0:54,Bbm,160,Animals,Berkeley,"Vocals, Electric Guitar, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=qycQVQEWpqQ,ZOMBIE PONIES!!! Requested by mancalledd.,Produced,,,,Silly,https://open.spotify.com/track/7Ac5TCpGEa9yDZU8poOKM5,https://itunes.apple.com/ph/album/zombie-ponies/1132700498?i=1132700694,https://jonathanmann.bandcamp.com/track/zombie-ponies,"Rock, Fun,Nerd, Zombie, Pony"
53,2/22/2009,Geriatrics in Drag,1:00,Am,160,Commission,Berkeley,"Vocals, Synths, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=rEI2bO4t_wU,A song request from Jared. Them Geriatrics really know how to let loose!,Produced,,,,Silly,https://open.spotify.com/track/2XQZduGWdwAreS56UY1a7Z,https://itunes.apple.com/ph/album/geriatrics-in-drag/1132700498?i=1132700695,https://jonathanmann.bandcamp.com/track/geriatrics-in-drag,"Rock, 80s,Silly "
